temperature,rainfall,humidity
13.4,203.9,72
25.6,145.6,21
12.0,82.2,56
17.8,145.6,62
41.5,146.5,100
43.3,50.2,59
41.7,171.5,36
29.3,166.2,63
9.9,211.1,98
17.7,122.8,65
38.3,123.1,28
28.1,8.6,57
34.8,220.9,54
11.5,239.9,40
40.1,158.6,28
41.3,297.6,95
27.3,151.5,71
16.9,3.6,71
9.9,79.5,48
14.9,256.3,44
18.1,221.3,42
25.0,53.3,44
8.9,149.7,46
9.2,151.7,45
25.7,110.0,80
30.2,282.7,71
26.9,250.8,34
43.3,168.6,23
26.4,147.1,72
27.8,5.5,33
37.6,131.4,34
39.2,71.9,38
24.4,170.5,27
29.2,225.2,23
30.4,60.8,54
16.0,243.9,46
43.6,271.5,93
24.1,9.2,71
20.5,16.9,34
43.9,297.9,96
23.6,258.9,43
33.5,60.7,99
37.4,110.9,70
12.5,105.9,91
5.9,193.0,90
25.9,234.4,84
28.2,151.5,43
15.7,113.8,85
13.9,66.6,56
24.8,84.1,70
29.7,70.1,86
20.4,158.3,45
8.9,15.6,46
27.8,146.7,63
24.3,16.4,71
26.7,137.7,29
17.4,83.1,67
22.3,274.7,93
20.9,0.1,72
34.7,220.2,93
27.3,6.8,27
39.4,234.6,47
13.1,178.0,38
25.5,182.5,96
25.2,66.2,94
6.9,53.8,100
37.1,1.9,39
6.5,63.1,31
10.6,36.5,88
17.3,21.1,32
35.4,283.1,41
24.1,39.7,44
20.1,242.2,94
22.0,107.0,51
20.5,23.8,35
5.1,222.4,92
7.0,179.9,66
24.2,206.6,92
41.3,169.4,37
29.6,291.6,29
42.1,94.3,65
17.5,95.2,36
44.2,24.4,31
44.1,104.8,40
44.6,92.7,54
18.5,90.3,47
20.1,280.6,89
9.7,234.1,36
16.0,55.5,84
44.5,53.1,61
21.3,123.7,42
38.9,263.3,98
17.1,19.5,91
41.8,41.3,57
13.4,226.6,88
30.9,127.0,77
44.6,139.0,58
6.9,137.3,65
26.7,239.8,99
7.0,281.0,95
36.8,191.3,74
33.6,217.5,73
19.0,140.7,73
22.9,26.4,28
6.7,270.4,23
35.4,174.4,44
33.3,234.2,60
43.4,19.3,61
33.0,260.5,83
5.4,117.4,92
27.4,95.7,37
38.3,261.4,88
20.0,295.0,97
9.8,197.0,87
40.6,128.9,98
21.0,98.0,31
41.7,51.4,45
38.4,107.1,24
34.8,238.5,85
43.5,96.3,76
8.6,238.3,47
43.4,234.5,97
24.8,267.4,75
5.6,167.3,28
29.4,123.2,25
25.4,233.0,53
12.1,130.5,96
26.5,45.2,84
6.1,272.0,97
10.4,38.1,72
11.1,13.2,34
41.9,33.5,35
35.5,192.5,54
7.8,54.4,71
29.9,147.9,74
32.2,276.2,77
30.1,261.8,76
5.1,24.0,54
32.3,149.5,27
18.6,250.5,76
32.9,275.8,82
17.1,226.3,43
38.4,175.1,88
25.9,169.2,26
23.1,89.5,62
11.2,45.5,54
25.5,189.0,55
33.1,299.7,72
21.7,261.3,49
42.0,239.7,77
28.1,229.2,45
9.0,75.4,100
13.8,8.1,32
36.9,135.1,77
24.8,228.2,20
14.3,54.0,44
36.0,192.1,87
5.2,113.2,60
9.6,217.1,32
21.2,144.6,42
25.6,243.8,32
31.2,101.3,86
6.2,100.4,45
17.0,216.5,53
35.9,18.2,55
40.4,180.3,73
25.2,122.3,75
31.8,280.9,97
7.3,135.6,64
24.1,274.7,42
36.6,31.7,21
10.0,161.5,53
24.0,249.5,33
24.7,86.7,59
40.0,210.1,75
37.2,92.9,44
6.1,72.8,99
38.5,105.7,52
20.5,216.2,22
26.9,197.5,37
10.9,171.5,48
44.0,177.8,89
21.0,3.7,97
44.6,176.0,96
33.3,3.0,87
19.1,250.2,94
33.6,104.2,61
23.3,280.0,32
26.5,247.8,29
23.0,265.8,86
41.1,109.4,83
39.3,171.6,88
31.9,146.6,68
31.3,68.6,90
10.3,43.9,100
10.8,228.3,79
36.1,223.2,77
14.6,53.4,30
14.3,194.4,37
7.7,192.6,66
34.6,239.5,23
32.8,43.8,62
29.4,242.8,61
41.2,221.2,59
32.2,285.3,97
31.6,284.1,60
9.8,30.9,76
40.8,80.0,21
7.4,228.9,50
15.4,262.2,83
32.2,179.1,26
35.8,154.7,58
13.8,46.5,44
8.4,175.0,58
20.7,10.0,28
17.3,104.2,38
5.9,185.5,96
10.3,188.8,38
7.4,96.0,32
17.2,99.7,72
21.1,47.7,40
25.3,193.8,78
31.0,96.8,91
14.1,197.3,90
19.0,172.8,29
11.1,193.0,28
22.3,219.6,22
6.7,167.2,89
7.2,238.5,56
17.1,107.7,37
39.0,162.9,66
41.2,120.2,100
6.7,294.0,65
25.1,77.1,95
38.8,173.9,54
41.7,62.9,23
42.7,27.1,99
29.6,244.9,55
32.6,42.7,42
43.5,53.4,26
38.5,205.7,58
13.5,283.7,85
17.4,237.5,67
31.4,174.1,87
29.2,71.8,39
26.5,137.0,20
44.6,35.3,75
35.0,220.9,76
11.2,218.0,35
17.7,84.7,24
19.3,195.6,45
29.1,96.9,28
19.8,228.7,79
30.6,262.7,96
42.1,255.0,98
22.8,110.6,24
42.7,148.9,77
25.7,287.5,65
30.0,28.0,81
7.1,16.2,66
17.7,212.1,26
27.6,275.3,53
32.0,18.7,59
36.2,236.9,22
20.9,91.0,68
41.3,2.7,72
10.2,285.8,75
15.4,8.5,36
34.7,7.9,57
13.5,276.4,67
27.8,20.5,30
10.3,215.5,74
18.9,153.8,86
16.2,289.2,63
34.8,202.7,61
7.3,254.8,21
13.5,9.6,26
11.5,115.8,86
26.9,191.7,77
38.1,45.1,73
11.8,18.0,72
33.7,226.8,33
39.9,74.1,72
23.8,59.5,68
18.2,295.7,84
35.2,278.8,75
41.4,152.9,84
6.8,276.2,55
19.8,68.3,46
11.1,205.8,28
29.4,55.6,65
36.8,31.2,54
40.9,130.8,40
38.6,63.0,75
6.8,132.2,63
28.0,271.2,59
44.9,203.4,87
43.1,52.4,65
9.6,0.0,41
9.7,78.6,55
13.0,239.4,74
24.1,63.6,55
43.6,291.6,20
30.9,270.3,76
31.2,282.2,84
6.1,54.2,26
41.4,99.6,92
6.7,102.8,91
11.7,191.4,70
9.1,292.9,51
42.4,142.3,43
33.4,113.2,38
30.2,87.1,88
19.4,153.7,26
21.2,106.8,75
15.1,190.3,97
14.2,197.0,79
39.4,6.2,42
33.5,217.9,92
23.3,80.5,86
39.7,194.3,89
22.8,130.8,29
38.5,84.5,89
29.3,298.9,49
36.2,82.6,64
15.0,135.5,85
25.3,90.3,59
7.3,199.7,55
11.4,199.2,89
27.2,35.0,63
30.8,84.6,87
35.2,62.8,46
6.5,13.2,93
42.7,141.9,78
12.2,199.1,44
42.1,67.1,86
5.5,50.4,64
22.5,257.6,40
22.5,265.2,26
27.5,68.6,88
43.2,100.2,40
22.8,29.6,38
5.3,85.1,59
43.8,37.0,54
38.7,198.5,21
17.9,289.5,53
37.0,269.2,89
10.4,182.2,42
7.2,225.8,78
44.3,153.3,40
31.9,202.7,35
15.3,114.3,93
27.4,299.6,85
14.4,222.2,84
22.2,256.7,94
32.6,245.7,72
8.0,94.7,49
21.0,54.2,69
8.5,279.4,90
5.7,24.8,28
6.7,60.9,88
30.7,100.5,31
27.8,86.7,33
16.2,63.6,31
36.8,149.4,43
23.8,280.7,35
44.7,80.7,92
22.2,7.7,92
16.2,65.4,29
23.3,113.6,38
8.0,283.5,31
24.6,292.1,29
36.8,11.0,98
20.8,177.9,89
32.5,251.1,49
34.8,54.0,35
42.5,162.2,45
19.7,46.0,79
41.0,177.6,97
24.6,25.2,74
15.5,225.9,57
36.6,49.9,87
10.3,55.9,67
17.9,257.7,76
10.7,253.1,92
25.3,91.8,61
17.7,67.9,42
10.6,12.0,20
40.8,209.9,71
41.7,165.4,53
37.7,48.6,62
14.1,183.6,42
31.0,125.0,79
11.3,23.8,83
24.9,112.9,90
29.4,106.0,62
13.2,153.9,31
18.0,201.8,89
6.2,59.8,57
10.0,244.3,89
38.1,211.6,86
8.1,177.2,54
19.7,187.5,83
9.7,240.1,85
31.0,235.3,90
42.2,120.0,25
35.0,149.7,43
10.0,268.4,70
9.2,83.7,28
31.6,101.7,93
27.9,102.8,52
18.1,174.1,71
7.4,82.2,69
5.2,221.0,96
38.8,204.6,42
39.0,182.3,90
43.0,191.9,73
34.4,31.5,89
34.3,19.3,66
40.9,211.4,90
11.2,59.1,61
5.4,43.4,31
39.2,20.7,61
29.5,103.8,93
42.3,34.7,51
12.0,4.1,73
35.5,247.4,51
24.7,153.8,70
43.9,270.1,88
30.3,23.6,74
33.0,141.8,31
40.3,73.3,84
17.4,102.0,99
26.8,27.5,95
44.5,152.8,28
14.6,180.2,32
14.4,168.3,90
35.8,262.7,98
34.4,134.8,68
5.8,191.9,31
15.1,160.9,65
6.5,299.2,89
11.6,18.0,28
20.6,38.2,54
9.8,125.4,87
23.3,232.4,48
36.8,62.5,36
43.3,250.7,97
38.5,122.7,98
14.9,159.3,87
32.2,105.5,57
38.9,166.2,56
39.7,273.3,24
25.8,90.2,87
41.3,121.7,66
12.2,190.1,27
36.4,65.4,74
29.9,107.2,80
14.5,118.4,43
41.3,140.7,41
17.6,169.4,96
42.6,269.7,31
21.6,214.4,41
38.4,230.7,49
15.9,160.5,40
27.4,207.4,90
38.4,54.2,41
18.0,162.1,59
27.6,250.9,42
44.1,46.9,86
9.0,181.9,39
29.3,178.9,28
34.8,125.9,82
33.7,199.9,22
34.7,161.4,41
24.0,13.0,30
10.6,192.7,46
38.5,50.3,42
33.4,76.4,47
31.9,230.0,39
34.2,127.5,50
8.3,89.4,51
31.7,184.5,84
39.7,207.8,64
12.6,12.1,68
8.2,52.0,39
11.9,264.5,35
13.0,250.5,86
44.0,151.2,100
8.3,123.9,74
43.3,81.0,32
36.0,216.8,40
43.8,226.5,88
25.6,179.9,65
6.9,239.5,67
44.1,64.5,62
34.5,36.8,47
10.8,15.0,36
41.4,7.6,57
34.3,133.9,69
25.1,187.4,40
33.7,123.4,37
18.0,13.9,26
30.5,4.0,73
25.9,46.6,96
43.4,139.5,55
43.1,82.2,77
13.0,14.6,29
23.2,273.5,22
20.3,288.8,98
35.8,77.1,22
37.8,3.3,35
22.7,288.5,94
22.6,145.8,21
21.1,68.1,37
34.2,126.7,76
40.7,226.2,32
8.8,146.3,66
32.9,222.2,67
34.3,178.2,59
7.3,298.0,39
37.7,168.4,26
5.8,113.4,85
23.8,98.9,28
5.6,142.1,30
13.9,189.8,63
19.7,26.2,37
20.4,290.5,79
19.2,277.3,55
15.3,234.9,90
36.5,223.2,59
33.0,203.5,56
19.1,299.3,100
34.5,0.2,96
20.1,35.5,96
21.8,285.5,48
33.7,153.1,50
33.2,130.5,70
8.7,281.0,85
36.5,276.6,77
11.9,171.2,92
15.9,43.3,70
42.1,27.0,31
45.0,40.7,39
32.2,205.0,56
27.8,145.5,41
6.9,117.0,90
38.7,56.6,48
24.6,279.2,48
17.2,226.2,32
15.5,137.4,49
32.3,59.0,41
12.2,224.4,33
39.9,109.8,82
33.5,218.0,66
31.7,196.5,60
18.8,142.2,86
7.2,128.9,34
12.3,270.5,49
31.8,168.1,29
16.7,246.7,33
24.0,151.7,31
24.8,160.5,31
17.5,43.8,28
37.0,270.6,80
43.2,37.0,55
24.1,78.9,57
31.4,211.5,80
44.0,28.7,73
18.8,123.1,44
11.6,193.6,51
27.3,183.4,24
23.5,139.8,78
37.6,134.2,63
33.8,229.2,100
19.2,63.0,24
35.3,199.8,43
21.0,243.0,57
17.5,188.8,38
5.9,252.8,88
17.8,296.5,25
37.9,264.6,33
38.5,240.5,30
40.5,20.6,84
32.7,209.9,51
9.7,106.1,37
6.9,106.4,92
13.4,148.2,40
35.2,189.7,45
44.6,123.8,71
36.4,238.1,51
12.4,173.2,40
37.6,70.1,73
20.1,195.0,33
11.5,236.6,95
29.4,170.4,75
21.5,138.8,66
31.3,96.6,91
25.0,170.8,62
27.4,47.3,59
11.8,183.2,95
17.7,249.7,23
24.0,125.9,68
24.9,132.0,45
11.0,187.2,64
13.0,170.2,24
6.3,222.4,97
27.7,188.1,80
36.9,182.9,52
39.1,148.3,95
41.2,63.3,73
10.5,76.4,20
11.4,262.5,73
31.0,4.6,70
7.9,276.2,98
26.6,154.2,77
13.6,189.6,70
20.2,2.5,22
39.0,86.9,34
8.2,292.9,36
37.2,70.0,61
20.9,260.9,80
37.3,231.0,72
29.7,100.4,58
21.3,271.0,75
20.3,136.9,76
27.4,152.7,49
12.8,41.1,47
12.8,89.4,73
21.2,75.5,44
44.9,57.7,90
27.0,107.4,40
33.2,56.8,97
7.5,239.5,30
27.0,225.8,49
7.8,5.5,24
12.7,72.9,74
16.9,82.7,88
9.9,28.4,58
25.3,295.0,74
43.3,297.8,70
8.9,214.7,85
23.6,298.2,50
27.8,125.9,67
9.3,111.6,65
7.6,122.2,67
26.6,167.2,67
5.7,130.3,64
20.3,86.3,34
25.0,113.4,66
14.7,200.4,65
27.3,0.1,98
27.0,207.6,55
34.7,204.4,48
20.2,163.8,42
9.5,33.5,26
43.8,17.8,86
21.9,65.7,70
29.5,223.2,91
12.6,99.1,89
20.0,276.3,84
41.8,178.2,52
27.2,104.1,22
31.2,48.8,68
22.1,199.8,20
36.4,106.5,57
10.2,214.0,55
15.0,115.0,71
38.9,151.1,44
43.4,181.5,50
19.1,163.9,78
6.5,187.5,42
25.4,205.5,59
25.0,176.6,84
17.3,173.0,78
5.2,107.0,58
21.1,141.6,40
41.6,92.8,50
6.9,84.2,74
43.5,294.1,21
7.5,46.6,66
12.9,262.8,60
8.8,116.1,97
12.4,66.4,47
33.0,154.6,97
39.9,72.7,56
36.1,189.5,68
38.0,234.0,36
19.3,36.7,93
12.0,227.3,37
18.5,149.5,94
41.8,110.3,84
21.6,94.0,41
21.0,162.2,94
26.0,166.6,92
37.7,288.5,47
8.2,218.3,37
19.3,188.0,29
16.7,7.4,51
16.7,3.4,67
11.3,229.6,66
27.7,68.3,99
13.5,154.6,40
28.7,82.3,35
18.5,170.4,69
18.0,194.0,40
6.0,228.8,44
28.2,183.9,41
5.6,183.5,28
26.6,1.1,49
22.5,207.7,88
30.7,78.2,82
38.9,116.9,100
42.0,197.5,67
23.9,26.9,87
17.0,233.7,59
28.4,56.0,76
35.0,30.0,60
15.5,242.8,49
36.7,158.9,89
8.7,168.0,71
12.0,109.6,29
22.2,35.9,73
15.8,201.2,90
11.1,6.9,65
27.3,6.8,94
10.9,249.9,63
44.2,207.5,44
23.1,187.2,40
22.5,226.3,89
33.1,253.5,27
41.5,259.8,98
15.4,41.7,36
42.2,107.3,92
11.0,283.4,30
12.9,166.2,27
14.5,283.6,93
31.6,175.4,98
25.3,263.3,53
29.1,119.7,35
9.9,231.6,65
9.3,166.5,67
36.0,57.7,81
22.0,165.4,53
16.4,21.0,62
25.0,211.1,94
26.2,169.7,88
37.2,186.4,41
13.6,2.8,95
43.1,69.3,52
12.9,1.6,45
25.1,138.9,52
28.3,182.7,34
7.8,299.2,56
44.8,20.1,72
20.5,36.0,37
7.9,194.7,97
42.7,30.6,85
24.1,44.3,61
25.2,57.4,59
23.2,231.4,21
15.4,102.6,67
12.1,69.2,92
35.3,300.0,66
5.2,47.8,77
21.8,195.5,83
34.4,43.9,88
28.0,40.7,79
29.2,113.4,79
20.9,27.6,61
15.9,96.7,93
12.2,230.9,66
36.6,114.3,31
24.1,144.6,65
17.1,126.9,92
11.4,121.2,35
7.1,118.1,35
21.5,99.4,87
20.1,202.6,66
39.6,102.6,76
8.0,141.1,71
9.5,134.4,50
8.9,99.4,68
6.1,80.4,40
39.5,194.6,31
40.0,46.7,21
23.5,183.4,68
16.9,200.9,90
36.8,117.9,72
35.6,270.4,52
42.5,40.9,60
32.4,46.1,33
6.3,180.3,89
21.7,94.8,59
27.7,78.7,33
44.6,280.6,43
11.9,134.8,20
39.7,72.0,37
12.1,17.8,28
20.0,93.3,29
12.0,113.9,79
44.3,83.0,23
6.2,151.7,94
33.9,172.1,23
35.8,1.5,67
33.0,23.0,35
16.4,97.5,35
8.4,84.6,68
41.1,191.5,85
43.5,45.9,86
19.1,64.9,30
36.7,7.7,93
10.3,253.5,76
29.0,211.1,44
40.9,206.7,36
28.4,117.1,91
20.6,197.5,29
33.7,30.2,38
12.5,170.0,81
40.4,62.7,64
31.6,66.0,97
44.0,239.3,54
6.5,103.0,83
45.0,156.0,66
5.7,295.9,67
11.2,207.4,79
17.6,200.8,77
13.2,297.6,62
30.9,227.1,57
38.1,41.4,31
24.0,262.4,72
10.4,196.5,63
23.5,173.7,42
36.9,53.5,38
16.9,295.9,21
26.4,93.5,73
21.5,36.4,25
41.8,27.2,75
43.3,287.2,27
35.3,141.9,62
44.4,283.6,87
35.0,106.9,35
24.8,176.4,76
13.2,71.4,22
33.0,41.6,52
29.9,27.2,82
42.2,67.3,42
38.8,105.8,27
7.4,220.8,91
20.5,45.2,38
5.7,273.4,46
24.5,177.4,33
29.1,211.5,31
36.9,76.7,99
29.1,278.1,81
33.2,251.1,43
20.8,263.5,78
38.7,222.4,66
23.1,174.0,46
5.2,205.5,71
34.1,87.2,68
15.5,286.4,88
6.4,256.8,30
36.4,118.7,20
43.8,97.1,66
34.5,46.5,62
31.5,53.6,50
9.1,53.5,87
41.5,95.0,66
12.8,121.7,55
16.2,85.4,59
9.2,194.0,66
43.4,106.2,45
24.7,69.0,61
31.1,24.0,50
43.4,188.2,46
21.3,114.0,74
9.4,191.4,31
26.1,60.4,32
30.6,188.3,79
40.2,160.4,92
18.1,5.5,89
7.7,0.4,41
5.2,297.5,29
11.8,39.2,84
22.2,64.8,89
34.5,172.9,54
22.9,112.0,41
38.1,285.1,80
14.5,283.3,59
31.9,241.8,20
35.5,105.1,76
13.2,53.1,61
10.4,152.6,60
20.2,294.3,68
28.4,48.0,62
26.0,97.3,97
38.5,147.3,48
5.2,6.0,42
32.9,124.3,85
31.8,276.1,46
23.0,172.3,69
27.0,143.0,28
36.6,104.8,56
34.7,160.3,82
9.6,297.8,28
23.1,24.8,21
10.6,206.8,62
29.5,31.7,43
33.3,89.4,23
12.9,223.2,95
38.2,231.7,57
13.4,187.9,22
26.3,126.4,31
15.9,54.5,45
5.6,191.4,47
38.0,232.0,59
12.6,92.7,90
15.6,116.7,49
24.6,82.4,49
8.3,299.4,49
6.1,251.7,31
39.5,96.1,88
19.9,5.7,61
15.1,244.7,77
36.8,129.5,53
27.8,256.2,22
35.3,281.6,76
35.9,233.8,47
41.5,284.0,58
27.4,193.4,55
40.3,151.8,41
7.7,218.3,70
37.6,151.8,41
22.7,214.8,45
27.8,127.6,92
31.9,145.9,49
31.0,255.7,58
16.8,199.4,45
28.2,211.2,99
21.3,55.4,29
11.5,222.0,72
9.6,245.6,61
19.6,42.7,35
26.0,113.3,22
17.0,65.6,92
34.3,94.8,72
6.2,168.1,40
36.5,206.9,91
28.8,266.8,21
26.7,12.1,40
33.5,53.3,53
15.9,93.1,61
21.8,151.3,80
32.1,204.7,44
16.2,54.7,98
14.9,263.9,79
23.8,264.7,60
8.0,150.0,39
24.8,32.6,52
34.1,254.3,45
43.0,16.2,55
22.5,95.0,50
44.1,257.0,34
8.9,139.8,42
15.3,118.2,93
21.7,273.8,85
42.2,94.2,78
16.8,283.0,21
43.1,171.3,93
36.1,123.4,57
5.6,244.3,20
9.5,53.5,45
29.9,45.1,55
42.8,145.0,100
11.4,53.0,59
37.2,20.9,50
15.6,276.2,96
20.9,259.4,83
21.6,1.9,58
11.1,157.2,72
13.2,197.6,37
38.9,69.1,47
6.6,35.4,75
22.3,131.9,63
45.0,28.1,93
19.7,101.1,51
17.1,195.7,64
11.6,16.1,64
21.4,134.2,37
10.4,33.7,37
37.3,109.6,56
22.1,71.3,81
7.2,67.4,82
31.5,250.6,39
36.8,267.7,87
44.8,235.2,37
18.7,89.5,56
37.8,66.3,28
31.4,84.6,93
14.1,260.6,53
30.3,61.1,77
21.0,161.0,75
9.2,50.5,33
44.3,142.8,55
33.3,87.4,26
31.6,146.6,55
18.9,155.2,63
25.7,30.6,25
13.2,196.2,86
23.1,6.5,99
20.6,23.5,69
39.9,117.2,72
26.9,211.7,57
43.1,31.3,37
36.0,34.6,52
23.2,187.9,43
11.5,184.0,46
16.2,90.6,93
38.1,178.7,74
32.4,127.5,83
33.5,61.0,81
26.4,171.8,40
21.8,113.0,84
42.7,3.1,32
20.3,144.7,49
39.8,181.9,59
25.9,4.0,25
40.1,178.5,53
41.2,259.5,74
7.9,131.2,20
35.4,96.7,58
18.7,177.0,61
31.5,18.4,84
21.5,105.8,87
13.1,43.1,90
44.2,246.1,68
35.5,1.1,30
6.0,258.8,81
19.2,89.7,38
6.7,282.2,51
6.7,250.6,43
18.4,38.6,90
40.9,6.1,42
9.2,142.0,66
37.3,202.0,61
26.7,198.8,86
30.1,162.9,73
16.4,11.5,62
26.4,12.2,62
41.9,291.3,50
40.0,30.9,64
39.4,19.8,80
9.5,281.3,59
14.3,251.0,23
20.9,195.0,71
9.5,173.4,94
43.5,291.1,91
26.1,36.7,25
43.0,118.0,78
44.3,147.9,92
6.9,138.4,24
22.9,43.1,33
5.2,247.8,85
31.8,185.7,76
42.5,175.8,44
16.6,103.3,64
27.7,270.3,24
18.5,75.1,48
29.2,119.7,55
32.5,174.0,74
39.6,209.4,84
6.1,53.9,33
38.0,299.3,67
10.7,214.7,26
31.9,44.8,55
5.9,56.6,33
32.6,78.9,79
7.4,106.1,93
27.0,235.2,28
34.6,70.6,48
26.4,230.2,34
8.1,289.4,75
31.3,298.9,31
33.1,26.5,41
9.8,124.6,43
6.2,1.9,66
43.5,152.8,87
16.3,298.3,80
32.8,275.4,49
6.6,194.5,50
5.3,266.2,46
36.2,152.5,22
42.4,194.9,40
42.8,83.9,65
16.0,275.3,47
42.8,124.1,65
20.1,195.2,55
10.4,61.2,26
22.5,31.7,33
27.1,166.5,53
24.0,81.8,84
23.4,283.2,63
15.9,254.4,23
19.7,225.1,28
20.7,84.8,70
43.4,76.5,81
16.3,188.0,60
42.2,260.0,34
40.6,148.4,31
24.8,116.3,78
20.1,235.8,66
8.3,274.5,75
17.5,230.1,39
32.5,204.9,98
30.0,259.9,88
28.5,278.1,63
8.6,184.9,78
25.2,79.9,26
24.7,16.7,43
7.2,123.0,33
21.2,69.5,44
29.0,296.4,25
35.1,110.3,70
6.4,271.8,96
37.0,206.7,87
6.5,52.8,32
9.6,90.1,77
22.2,239.1,76
27.1,46.4,45
17.0,182.7,59
6.9,79.2,57
15.7,84.4,71
26.9,216.3,69
17.4,203.6,88
11.5,193.3,42
22.1,271.2,38
8.0,242.2,72
31.8,110.9,80
37.1,53.6,48
20.7,144.3,42
44.1,36.7,51
34.1,264.8,59
17.4,176.6,87
19.0,117.8,53
19.7,93.8,85
10.7,184.1,50
26.8,58.1,41
6.0,144.6,82
40.5,12.7,58
32.0,282.5,32
6.9,38.5,42
37.8,294.6,20
15.7,260.7,92
24.8,157.2,29
10.3,36.2,53
42.8,38.1,51
35.6,190.1,60
5.9,12.6,57
33.0,93.2,28
22.1,197.9,96
28.9,76.8,74
19.0,201.1,24
22.1,227.5,93
28.1,299.6,58
26.5,163.7,27
37.1,284.1,71
14.6,25.5,43
31.3,201.6,61
34.0,165.7,52
44.6,88.5,48
44.1,188.0,57
10.6,256.7,82
42.9,295.3,23
7.6,68.2,57
42.9,225.9,52
5.9,275.0,74
9.6,160.7,38
16.5,205.6,87
39.1,91.5,68
7.8,18.6,89
39.4,236.3,69
31.1,205.1,68
32.3,206.3,87
23.3,201.4,57
16.6,199.3,68
8.5,213.8,58
35.0,196.4,71
22.6,141.5,77
17.7,256.3,21
35.6,297.5,46
15.7,262.3,23
33.7,219.2,94
19.6,243.0,37
19.6,160.7,61
39.7,75.8,75
30.2,290.2,100
23.3,217.1,30
20.0,30.9,82
8.6,268.7,58
41.5,170.2,33
10.2,246.7,95
41.0,79.4,69
34.6,294.3,33
15.3,4.9,85
32.8,107.7,98
6.1,145.2,82
32.9,169.2,89
18.2,219.1,80
10.2,233.2,29
18.5,89.6,91
21.6,177.8,40
17.3,200.4,32
29.7,63.9,90
13.3,282.1,86
25.4,74.4,57
34.2,49.5,41
15.2,226.9,69
7.7,14.5,49
7.7,103.1,73
23.2,204.2,36
42.1,101.8,83
40.1,20.5,80
24.6,49.5,68
23.1,256.1,46
20.5,90.6,42
17.5,112.5,33
5.5,103.8,48
28.7,49.9,51
32.8,94.4,73
35.9,248.3,43
42.9,240.2,68
21.2,275.6,46
16.7,124.3,96
19.0,281.2,61
30.1,163.8,53
17.4,214.0,59
27.7,30.2,95
29.1,55.3,75
41.1,7.4,93
24.6,159.1,84
31.5,184.7,79
26.8,176.6,23
9.2,95.6,71
20.5,91.0,61
8.6,242.4,40
40.7,239.4,96
37.8,89.8,84
23.3,227.2,71
35.2,44.3,97
28.6,261.6,36
41.1,99.1,80
17.1,294.4,62
5.4,228.5,39
44.3,191.2,35
41.2,102.6,77
28.9,192.1,64
35.6,181.3,88
21.3,70.7,42
34.5,283.6,37
15.3,87.9,81
32.6,267.3,27
27.6,102.5,71
28.8,291.0,65
10.9,168.5,82
26.3,203.2,78
40.9,105.8,42
12.0,197.1,58
12.3,245.4,61
18.5,129.4,53
15.5,87.5,78
12.0,194.6,80
16.0,299.5,91
11.9,243.3,31
17.6,277.9,81
44.5,149.5,71
20.2,202.9,21
19.8,259.7,84
20.9,29.1,98
6.1,191.2,23
26.1,64.1,97
5.6,107.7,77
17.7,252.4,81
14.3,298.6,74
26.7,212.1,21
36.3,151.9,31
9.3,253.2,68
19.4,147.6,50
34.3,67.5,47
31.3,5.8,39
26.6,100.9,31
10.3,226.2,69
16.6,268.5,81
42.4,29.8,22
9.0,244.8,54
6.9,143.2,65
35.2,78.1,77
9.9,202.8,83
6.2,264.0,29
5.4,196.6,53
18.9,194.2,85
34.4,254.2,27
10.8,265.9,33
33.4,116.9,31
29.1,246.0,90
41.8,151.8,51
44.2,97.7,66
44.4,15.8,21
5.3,44.7,70
15.0,277.0,68
38.6,113.4,44
21.1,211.5,40
16.6,254.1,68
28.4,117.5,81
19.6,268.4,78
13.6,277.5,34
9.6,242.6,90
11.1,282.5,100
20.0,260.2,20
26.0,66.6,25
39.5,89.2,50
13.2,182.1,39
40.8,46.6,85
35.8,82.4,83
34.2,180.9,23
18.2,278.7,100
39.4,168.6,64
18.7,48.4,51
37.2,224.4,35
11.5,272.5,40
31.4,270.8,39
37.3,24.3,60
20.7,176.5,96
24.2,103.4,49
28.8,180.3,75
27.6,134.2,28
24.5,241.9,75
11.8,201.3,54
44.6,265.0,21
10.7,131.8,78
30.7,159.9,99
29.5,135.4,20
20.6,194.2,52
13.8,274.8,86
23.9,263.1,59
43.2,218.3,50
17.7,176.6,31
6.0,157.2,49
41.4,142.4,54
30.9,148.5,31
19.5,98.6,36
36.3,281.3,47
22.1,20.0,35
28.5,269.1,72
17.5,231.9,27
13.6,258.2,74
7.4,21.8,23
7.4,169.1,24
32.9,90.7,73
31.1,60.0,30
18.9,280.1,48
7.3,192.2,98
35.6,40.3,75
6.3,156.0,50
33.7,176.4,50
22.6,257.2,41
29.6,103.0,70
42.7,242.9,97
32.7,74.9,65
22.8,35.1,66
11.4,107.6,54
41.0,212.2,28
42.8,281.5,61
17.9,2.6,24
42.9,249.9,82
5.5,132.1,92
24.3,298.3,28
17.1,65.3,71
16.7,186.2,63
14.7,12.9,40
37.4,248.6,20
28.7,159.6,55
32.2,226.9,37
39.0,98.3,89
13.1,243.3,82
5.5,110.1,84
27.7,87.0,69
29.2,159.5,81
18.0,227.2,70
34.1,133.9,98
27.5,144.8,78
29.1,87.2,80
29.1,99.7,45
5.4,147.0,87
31.2,143.4,58
40.4,195.3,21
32.7,2.0,56
12.8,192.6,27
